master_project_id,master_project_name,snapshot_id,project_id,project_match_key,budget_year,project_name,agency,agency_group,government_sector,work_category,delivery_status,program_group,location,start_period,start_year,start_disclosed,completion_period,completion_year,completion_disclosed,estimated_total_cost_000,total_cost_disclosed,estimated_expenditure_to_june_000,expenditure_disclosed,annual_allocation_000,allocation_disclosed,source_file,source_page,source_row_top
MASTER-0001,"Heathcote Road, The Avenue to Princes Highway",BUD-0068923BF1-2024-25,BUD-0068923BF1,Transport for NSW|heathcote road the avenue to princes highway planning,2024-25,Heathcote Road - The Avenue to Princes Highway (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,4006,True,2500,True,bp3-infrastructure-statement-2024-25.pdf,142,254.602
MASTER-0087,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",BUD-C0ECBBC580-2025-26,BUD-C0ECBBC580,Transport for NSW|mona vale road west mccarrs creek road to powder works road state and federal funded,2025-26,Mona Vale Road West - McCarrs Creek Road to Powder Works Road (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,28306,True,10000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,686.512
MASTER-0087,"Mona Vale Road West upgrade, McCarrs Creek Road to Powder Works Road",BUD-C0ECBBC580-2026-27,BUD-C0ECBBC580,Transport for NSW|mona vale road west mccarrs creek road to powder works road state and federal funded,2026-27,Mona Vale Road West - McCarrs Creek Road to Powder Works Road (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Terrey Hills - Ingleside,n.a.,,False,n.a.,,False,,False,33003,True,65000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,494.57499999999993
MASTER-0145,Nowra Bypass and Network Improvements (Planning) (State and Federal Funded),BUD-C18353623A-2024-25,BUD-C18353623A,Transport for NSW|nowra bypass and network improvements planning state and federal funded,2024-25,Nowra Bypass and Network Improvements (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Nowra,n.a.,,False,n.a.,,False,,False,,False,3500,True,bp3-infrastructure-statement-2024-25.pdf,145,733.072
MASTER-0145,Nowra Bypass and Network Improvements (Planning) (State and Federal Funded),BUD-C18353623A-2025-26,BUD-C18353623A,Transport for NSW|nowra bypass and network improvements planning state and federal funded,2025-26,Nowra Bypass and Network Improvements (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Nowra,n.a.,,False,n.a.,,False,,False,6300,True,1700,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,759.972
MASTER-0145,Nowra Bypass and Network Improvements (Planning) (State and Federal Funded),BUD-C18353623A-2026-27,BUD-C18353623A,Transport for NSW|nowra bypass and network improvements planning state and federal funded,2026-27,Nowra Bypass and Network Improvements (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Nowra,n.a.,,False,n.a.,,False,,False,4193,True,1566,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,153,483.6549999999999
MASTER-0146,Widen Richmond Road from the M7 to Townson Road (State and Federal Funded)(f),BUD-C1FE6F4981-2024-25,BUD-C1FE6F4981,Transport for NSW|widen richmond road from the m7 to townson road state and federal funded,2024-25,Widen Richmond Road from the M7 to Townson Road (State and Federal Funded)(f),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Colebee,n.a.,,False,n.a.,,False,,False,9405,True,22399,True,bp3-infrastructure-statement-2024-25.pdf,143,323.0319999999999
MASTER-0147,Wakehurst Parkway,BUD-C318EE281A-2024-25,BUD-C318EE281A,Transport for NSW|wakehurst parkway,2024-25,Wakehurst Parkway,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,9397,True,7903,True,bp3-infrastructure-statement-2024-25.pdf,143,233.00199999999995
MASTER-0147,Wakehurst Parkway,BUD-C318EE281A-2025-26,BUD-C318EE281A,Transport for NSW|wakehurst parkway,2025-26,Wakehurst Parkway,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,14377,True,21283,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,446.912
MASTER-0147,Wakehurst Parkway,BUD-C318EE281A-2026-27,BUD-C318EE281A,Transport for NSW|wakehurst parkway,2026-27,Wakehurst Parkway,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,2026,2026,True,n.a.,,False,85100,True,20402,True,25578,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,201.2449999999999
MASTER-0148,"Newell Highway, Parkes Bypass (State and Federal Funded)",BUD-C653E7DCA6-2024-25,BUD-C653E7DCA6,Transport for NSW|newell highway parkes bypass state and federal funded,2024-25,"Newell Highway, Parkes Bypass (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Newell Corridor,Parkes,n.a.,,False,2026,2026,True,287200,True,191281,True,51400,True,bp3-infrastructure-statement-2024-25.pdf,144,502.592
MASTER-0149,Mamre Road Stage 1 - M4 Motorway to Erskine Park Road,BUD-C854007C49-2025-26,BUD-C854007C49,Transport for NSW|mamre road stage 1 m4 motorway to erskine park road,2025-26,Mamre Road Stage 1 - M4 Motorway to Erskine Park Road,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,St Clair,n.a.,,False,2028,2028,True,290000,True,87182,True,67000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,623.602
MASTER-0149,Mamre Road Stage 1 - M4 Motorway to Erskine Park Road,BUD-C854007C49-2026-27,BUD-C854007C49,Transport for NSW|mamre road stage 1 m4 motorway to erskine park road,2026-27,Mamre Road Stage 1 - M4 Motorway to Erskine Park Road,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,St Clair,n.a.,,False,2028,2028,True,290000,True,168815,True,64155,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,431.69499999999994
MASTER-0150,"Richmond Road Upgrade between Elara Boulevard and Heritage Road, Marsden Park (State and Federal Funded)(c)",BUD-C96B703CBF-2025-26,BUD-C96B703CBF,Transport for NSW|richmond road upgrade between elara boulevard and heritage road marsden park state and federal funded,2025-26,"Richmond Road Upgrade between Elara Boulevard and Heritage Road, Marsden Park (State and Federal Funded)(d)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Marsden Park,n.a.,,False,n.a.,,False,,False,8248,True,18083,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,278.87199999999996
MASTER-0150,"Richmond Road Upgrade between Elara Boulevard and Heritage Road, Marsden Park (State and Federal Funded)(c)",BUD-C96B703CBF-2026-27,BUD-C96B703CBF,Transport for NSW|richmond road upgrade between elara boulevard and heritage road marsden park state and federal funded,2026-27,"Richmond Road Upgrade between Elara Boulevard and Heritage Road, Marsden Park (State and Federal Funded)(c)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Marsden Park,n.a.,,False,n.a.,,False,150000,True,22114,True,39049,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,688.785
MASTER-0151,Regional Corridors Upgrade Program – Muswellbrook to Armidale,BUD-CA0145C609-2026-27,BUD-CA0145C609,Transport for NSW|regional corridors upgrade program muswellbrook to armidale phase 2,2026-27,Regional Corridors Upgrade Program - Muswellbrook to Armidale (Phase 2),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Corridors Upgrade Program,Various,n.a.,,False,n.a.,,False,,False,,False,18000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,127.80499999999996
MASTER-0152,Opal Next Generation,BUD-CB3746823F-2024-25,BUD-CB3746823F,Transport for NSW|opal next generation,2024-25,Opal Next Generation,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,52993,True,157081,True,bp3-infrastructure-statement-2024-25.pdf,145,220.04200000000003
MASTER-0152,Opal Next Generation,BUD-CB3746823F-2025-26,BUD-CB3746823F,Transport for NSW|opal next generation,2025-26,Opal Next Generation,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,93120,True,115908,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,793.332
MASTER-0153,Other Works,BUD-CB686A82E2-2026-27,BUD-CB686A82E2,Transport for NSW|other works,2026-27,Other Works,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,,False,50500,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,645.5649999999999
MASTER-0154,Liverpool to Airport Transit Corridor,BUD-CC8CCD4602-2024-25,BUD-CC8CCD4602,Transport for NSW|liverpool to airport transit corridor,2024-25,Liverpool to Airport Transit Corridor,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Various,n.a.,,False,n.a.,,False,,False,,False,4000,True,bp3-infrastructure-statement-2024-25.pdf,146,771.732
MASTER-0155,Macquarie Park Precinct and Bus Interchange,BUD-CEEED03F65-2024-25,BUD-CEEED03F65,Transport for NSW|macquarie park precinct and bus interchange state and federal funded,2024-25,Macquarie Park Precinct and Bus Interchange (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Interchanges and Accessibility,Macquarie Park,n.a.,,False,n.a.,,False,,False,23547,True,5868,True,bp3-infrastructure-statement-2024-25.pdf,143,759.012
MASTER-0155,Macquarie Park Precinct and Bus Interchange,BUD-CEEED03F65-2025-26,BUD-CEEED03F65,Transport for NSW|macquarie park precinct and bus interchange state and federal funded,2025-26,Macquarie Park Precinct and Bus Interchange (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Interchanges and Accessibility,Macquarie Park,n.a.,,False,n.a.,,False,,False,26371,True,5906,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,186.42200000000005
MASTER-0155,Macquarie Park Precinct and Bus Interchange,BUD-CEEED03F65-2026-27,BUD-CEEED03F65,Transport for NSW|macquarie park precinct and bus interchange state and federal funded,2026-27,Macquarie Park Precinct and Bus Interchange (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Interchanges and Accessibility,Macquarie Park,n.a.,,False,n.a.,,False,,False,29026,True,12227,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,600.685
MASTER-0156,"Newcastle Inner City Bypass, Rankin Park to Jesmond (State and Federal Funded)",BUD-CF78CC0A58-2024-25,BUD-CF78CC0A58,Transport for NSW|newcastle inner city bypass rankin park to jesmond state and federal funded,2024-25,"Newcastle Inner City Bypass, Rankin Park to Jesmond (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Hunter Roads,Williamtown,n.a.,,False,2025,2025,True,481900,True,264860,True,128614,True,bp3-infrastructure-statement-2024-25.pdf,141,300.712
MASTER-0156,"Newcastle Inner City Bypass, Rankin Park to Jesmond (State and Federal Funded)",BUD-CF78CC0A58-2025-26,BUD-CF78CC0A58,Transport for NSW|newcastle inner city bypass rankin park to jesmond state and federal funded,2025-26,"Newcastle Inner City Bypass, Rankin Park to Jesmond (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Hunter Roads,Williamtown,n.a.,,False,2025,2025,True,481900,True,363347,True,84607,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,366.012
MASTER-0156,"Newcastle Inner City Bypass, Rankin Park to Jesmond (State and Federal Funded)",BUD-CF78CC0A58-2026-27,BUD-CF78CC0A58,Transport for NSW|newcastle inner city bypass rankin park to jesmond state and federal funded,2026-27,"Newcastle Inner City Bypass, Rankin Park to Jesmond (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Hunter Roads,Williamtown,n.a.,,False,2026,2026,True,481900,True,455965,True,6358,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,149,385.49499999999995
MASTER-0157,Road Safety (State and Federal Funded),BUD-D10D435BCC-2024-25,BUD-D10D435BCC,Transport for NSW|road safety state and federal funded,2024-25,Road Safety (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,,False,336651,True,bp3-infrastructure-statement-2024-25.pdf,145,272.12199999999996
MASTER-0157,Road Safety (State and Federal Funded),BUD-D10D435BCC-2025-26,BUD-D10D435BCC,Transport for NSW|road safety state and federal funded,2025-26,Road Safety (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,,False,333870,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,194.842
MASTER-0157,Road Safety (State and Federal Funded),BUD-D10D435BCC-2026-27,BUD-D10D435BCC,Transport for NSW|road safety state and federal funded,2026-27,Road Safety (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,,False,313662,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,713.505
MASTER-0158,New Buses to Cater for NSW Services,BUD-D149CF64EE-2024-25,BUD-D149CF64EE,Transport for NSW|new buses to cater for nsw services,2024-25,New buses to cater for NSW Services,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,1252546,True,131153,True,bp3-infrastructure-statement-2024-25.pdf,145,193.88199999999995
MASTER-0158,New Buses to Cater for NSW Services,BUD-D149CF64EE-2025-26,BUD-D149CF64EE,Transport for NSW|new buses to cater for nsw services,2025-26,New buses to cater for NSW Services,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,1345603,True,253744,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,766.932
MASTER-0158,New Buses to Cater for NSW Services,BUD-D149CF64EE-2026-27,BUD-D149CF64EE,Transport for NSW|new buses to cater for nsw services,2026-27,New Buses to Cater for NSW Services,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,1442332,True,145743,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,562.165
MASTER-0159,"Mamre Road, M4 Motorway to Erskine Park Road",BUD-D181E5D50C-2024-25,BUD-D181E5D50C,Transport for NSW|mamre road m4 motorway to erskine park road,2024-25,"Mamre Road, M4 Motorway to Erskine Park Road",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,St Clair,n.a.,,False,n.a.,,False,,False,40452,True,19500,True,bp3-infrastructure-statement-2024-25.pdf,142,480.032
MASTER-0160,Princes Highway Corridor (NSW) - Milton Ulladulla Bypass (State and Federal Funded),BUD-D3E2996928-2026-27,BUD-D3E2996928,Transport for NSW|princes highway corridor nsw milton ulladulla bypass state and federal funded,2026-27,Princes Highway Corridor (NSW) - Milton Ulladulla Bypass (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Milton,n.a.,,False,n.a.,,False,,False,63154,True,15663,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,153,614.9649999999999
MASTER-0161,"Memorial Avenue, Old Windsor Road to Windsor Road (State and Federal Funded)",BUD-D44C3C7C41-2024-25,BUD-D44C3C7C41,Transport for NSW|memorial avenue old windsor road to windsor road state and federal funded,2024-25,"Memorial Avenue, Old Windsor Road to Windsor Road (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Kellyville,n.a.,,False,2024,2024,True,,False,198349,True,24495,True,bp3-infrastructure-statement-2024-25.pdf,142,506.1919999999999
MASTER-0162,Woollahra Station Activation,BUD-D748A5085A-2026-27,BUD-D748A5085A,Transport Asset Manager/Holding Entity NSW|woollahra train station,2026-27,Woollahra Train Station,Transport Asset Manager New South Wales (TAM),Transport Asset Manager/Holding Entity NSW,public_non_financial_corporation,Major Works,Works in Progress,,Woollahra,n.a.,,False,2029,2029,True,,False,2356,True,30871,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,164,357.75499999999994
MASTER-0163,Bells Line of Road Upgrade Program (Federal Funded),BUD-D77A436B81-2024-25,BUD-D77A436B81,Transport for NSW|bells line of road upgrade program federal funded,2024-25,Bells Line of Road Upgrade Program (Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Great Western Highway and Bells Line of Road,Blue Mountains,n.a.,,False,n.a.,,False,,False,129,True,1354,True,bp3-infrastructure-statement-2024-25.pdf,143,491.792
MASTER-0163,Bells Line of Road Upgrade Program (Federal Funded),BUD-D77A436B81-2025-26,BUD-D77A436B81,Transport for NSW|bells line of road upgrade program federal funded,2025-26,Bells Line of Road Upgrade Program (Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Great Western Highway and Bells Line of Road,Blue Mountains,n.a.,,False,n.a.,,False,,False,296,True,870,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,154,621.682
MASTER-0163,Bells Line of Road Upgrade Program (Federal Funded),BUD-D77A436B81-2026-27,BUD-D77A436B81,Transport for NSW|bells line of road upgrade program federal funded,2026-27,Bells Line of Road Upgrade Program (Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Great Western Highway and Bells Line of Road,Blue Mountains,n.a.,,False,n.a.,,False,,False,1612,True,4000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,151,376.13499999999993
MASTER-0164,Sydney Metro West,BUD-DAB31A7E21-2024-25,BUD-DAB31A7E21,Sydney Metro|sydney metro west,2024-25,Sydney Metro West,Sydney Metro,Sydney Metro,general_government,Major Works,Works in Progress,,Westmead - Sydney CBD,2017,2017,True,2032,2032,True,,False,9817867,True,2688711,True,bp3-infrastructure-statement-2024-25.pdf,148,308.2278399999999
MASTER-0164,Sydney Metro West,BUD-DAB31A7E21-2025-26,BUD-DAB31A7E21,Sydney Metro|sydney metro west,2025-26,Sydney Metro West,Sydney Metro,Sydney Metro,general_government,Major Works,Works in Progress,,Westmead - Sydney CBD,2017,2017,True,2032,2032,True,,False,11795971,True,1716396,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,159,226.5219999999999
MASTER-0164,Sydney Metro West,BUD-DAB31A7E21-2026-27,BUD-DAB31A7E21,Sydney Metro|sydney metro west,2026-27,Sydney Metro West,Sydney Metro,Sydney Metro,general_government,Major Works,Works in Progress,,Westmead - Sydney CBD,2017,2017,True,2032,2032,True,,False,13382250,True,2002924,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,155,366.8949999999999
MASTER-0165,Maritime Infrastructure Upgrades,BUD-DB056B1672-2024-25,BUD-DB056B1672,Transport for NSW|maritime infrastructure upgrades,2024-25,Maritime Infrastructure Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,143357,True,57282,True,bp3-infrastructure-statement-2024-25.pdf,145,130.98199999999997
MASTER-0165,Maritime Infrastructure Upgrades,BUD-DB056B1672-2025-26,BUD-DB056B1672,Transport for NSW|maritime infrastructure upgrades,2025-26,Maritime Infrastructure Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,177957,True,34145,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,155,704.0319999999999
MASTER-0165,Maritime Infrastructure Upgrades,BUD-DB056B1672-2026-27,BUD-DB056B1672,Transport for NSW|maritime infrastructure upgrades,2026-27,Maritime Infrastructure Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,184621,True,24063,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,499.25499999999994
MASTER-0166,M1 Princes Motorway Entry and Exit Ramps,BUD-DC5F4FB2C9-2024-25,BUD-DC5F4FB2C9,Transport for NSW|m1 princes motorway entry and exit ramps,2024-25,M1 Princes Motorway Entry and Exit Ramps,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Roads Fund,Dapto,n.a.,,False,n.a.,,False,,False,,False,1032,True,bp3-infrastructure-statement-2024-25.pdf,146,389.6078399999999
MASTER-0167,Garfield Road West (Planning) (State and Federal Funded),BUD-DC8F8422E5-2025-26,BUD-DC8F8422E5,Transport for NSW|garfield road west planning state and federal funded,2025-26,Garfield Road West (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,5182,True,2000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,153,434.912
MASTER-0167,Garfield Road West (Planning) (State and Federal Funded),BUD-DC8F8422E5-2026-27,BUD-DC8F8422E5,Transport for NSW|garfield road west planning state and federal funded,2026-27,Garfield Road West (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Various,n.a.,,False,n.a.,,False,,False,5600,True,1000,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,150,342.63499999999993
MASTER-0168,M6 Extension Stage 1,BUD-DD5F590495-2024-25,BUD-DD5F590495,Transport for NSW|m6 extension stage 1,2024-25,M6 Extension Stage 1,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Rockdale,n.a.,,False,2025,2025,True,3115000,True,2353762,True,529585,True,bp3-infrastructure-statement-2024-25.pdf,146,561.902
MASTER-0168,M6 Extension Stage 1,BUD-DD5F590495-2025-26,BUD-DD5F590495,Transport for NSW|m6 extension stage 1,2025-26,M6 Extension Stage 1,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Rockdale,n.a.,,False,n.a.,,False,,False,2691960,True,292448,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,602.482
MASTER-0168,M6 Extension Stage 1,BUD-DD5F590495-2026-27,BUD-DD5F590495,Transport for NSW|m6 extension stage 1,2026-27,M6 Extension Stage 1,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Sydney Motorways,Rockdale,n.a.,,False,n.a.,,False,,False,2782515,True,200338,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,430.735
MASTER-0169,Pedestrian Overpass Hurstville Primary (Planning),BUD-DEBDBA1B99-2024-25,BUD-DEBDBA1B99,Transport for NSW|pedestrian overpass hurstville primary planning,2024-25,Pedestrian Overpass Hurstville Primary (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Hurstville,n.a.,,False,n.a.,,False,,False,250,True,1000,True,bp3-infrastructure-statement-2024-25.pdf,147,130.98199999999997
MASTER-0169,Pedestrian Overpass Hurstville Primary (Planning),BUD-DEBDBA1B99-2025-26,BUD-DEBDBA1B99,Transport for NSW|pedestrian overpass hurstville primary planning,2025-26,Pedestrian Overpass Hurstville Primary (Planning),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Urban Roads Fund,Hurstville,n.a.,,False,n.a.,,False,,False,1000,True,2000,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,157,782.2919999999999
MASTER-0170,Mount Ousley Safety and Reliability Works (Planning) (State and Federal Funded),BUD-DECAE5B450-2024-25,BUD-DECAE5B450,Transport for NSW|mount ousley safety and reliability works planning state and federal funded,2024-25,Mount Ousley Safety and Reliability Works (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Mount Ousley,n.a.,,False,n.a.,,False,,False,,False,2000,True,bp3-infrastructure-statement-2024-25.pdf,145,670.1619999999999
MASTER-0170,Mount Ousley Safety and Reliability Works (Planning) (State and Federal Funded),BUD-DECAE5B450-2025-26,BUD-DECAE5B450,Transport for NSW|mount ousley safety and reliability works planning state and federal funded,2025-26,Mount Ousley Safety and Reliability Works (Planning) (State and Federal Funded),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Princes Corridor,Mount Ousley,n.a.,,False,n.a.,,False,,False,192,True,2423,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,156,697.0719999999999
MASTER-0171,Transport Access Program - Commuter Wharf Upgrades,BUD-DFA7CB71FD-2024-25,BUD-DFA7CB71FD,Transport for NSW|transport access program commuter wharf upgrades,2024-25,Transport Access Program - Commuter Wharf Upgrades,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Interchanges and Accessibility,Various,n.a.,,False,n.a.,,False,,False,244452,True,9389,True,bp3-infrastructure-statement-2024-25.pdf,144,130.98199999999997
MASTER-0172,"King Georges Road, Stoney Creek Road to Connells Point Road (State and Federal Funded)",BUD-E0C3AB31A5-2024-25,BUD-E0C3AB31A5,Transport for NSW|king georges road stoney creek road to connells point road state and federal funded,2024-25,"King Georges Road, Stoney Creek Road to Connells Point Road (State and Federal Funded)",Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Sydney Roads,Penshurst,n.a.,,False,2026,2026,True,190600,True,121929,True,46557,True,bp3-infrastructure-statement-2024-25.pdf,142,396.012
MASTER-0173,RegStar Program,BUD-E3A9B7A928-2026-27,BUD-E3A9B7A928,Transport for NSW|regstar program,2026-27,RegStar Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Other Major Programs,Various,n.a.,,False,n.a.,,False,,False,90165,True,111049,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,152,697.905
MASTER-0174,Regional Corridors Upgrade Program – Newcastle to Dubbo,BUD-E409D02F81-2026-27,BUD-E409D02F81,Transport for NSW|regional corridors upgrade program newcastle to dubbo phase 2 d,2026-27,Regional Corridors Upgrade Program - Newcastle to Dubbo (Phase 2)(d)(f),Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Regional Corridors Upgrade Program,Various,n.a.,,False,n.a.,,False,,False,,False,145306,True,bp3-infrastructure-statement-nsw-budget-2026-27.pdf,154,164.52499999999998
MASTER-0175,Monaro Highway Upgrade Program,BUD-E657093806-2024-25,BUD-E657093806,Transport for NSW|monaro highway upgrade program,2024-25,Monaro Highway Upgrade Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Williamsdale - Cooma,n.a.,,False,2025,2025,True,22000,True,20144,True,1856,True,bp3-infrastructure-statement-2024-25.pdf,141,714.832
MASTER-0175,Monaro Highway Upgrade Program,BUD-E657093806-2025-26,BUD-E657093806,Transport for NSW|monaro highway upgrade program,2025-26,Monaro Highway Upgrade Program,Transport for NSW,Transport for NSW,general_government,Major Works,Works in Progress,Connecting Regional NSW (Roads and Bridges),Williamsdale - Cooma,n.a.,,False,2026,2026,True,22000,True,16197,True,5803,True,bp3-infrastructure-statement-nsw-budget-2025-26.pdf,152,696.112
